"lsoa21_code","analysis","official_rank","official_decile","rank_p05","rank_median","rank_p95","rank_p90_interval_width","same_decile_probability","probability_most_deprived_10pct","probability_most_deprived_20pct"
"E01006670","Weights +/-25%; exponential constant 15-35",18816,6,17920.95,18767,19685.2,1764.25,1,0,0
"E01006671","Weights +/-25%; exponential constant 15-35",10857,4,10178.85,10870.5,11765.5,1586.65,0.962,0,0
"E01006672","Weights +/-25%; exponential constant 15-35",1567,1,1466,1591,1745,279,1,1,1
"E01006673","Weights +/-25%; exponential constant 15-35",1918,1,1731.95,1929,2116,384.05,1,1,1
"E01006674","Weights +/-25%; exponential constant 15-35",776,1,646.95,783,947.1,300.15,1,1,1
"E01006675","Weights +/-25%; exponential constant 15-35",2053,1,1834,2059,2300.1,466.1,1,1,1
"E01006676","Weights +/-25%; exponential constant 15-35",796,1,715.95,795,878,162.05,1,1,1
"E01006677","Weights +/-25%; exponential constant 15-35",2943,1,2692,2970,3281,589,0.988,0.988,1
"E01006678","Weights +/-25%; exponential constant 15-35",1179,1,1044.95,1193,1363,318.05,1,1,1
"E01006679","Weights +/-25%; exponential constant 15-35",1504,1,1296.95,1524.5,1797.1,500.15,1,1,1
"E01006680","Weights +/-25%; exponential constant 15-35",28892,9,28347.8,28899,29417.05,1069.25,1,0,0
"E01006681","Weights +/-25%; exponential constant 15-35",12117,4,11365.65,12120.5,12967.1,1601.45,0.999,0,0
"E01006682","Weights +/-25%; exponential constant 15-35",31010,10,30488.95,31001.5,31468,979.049999999999,0.977,0,0
"E01006683","Weights +/-25%; exponential constant 15-35",30724,10,30154.75,30741,31282.05,1127.3,0.829,0,0
"E01006684","Weights +/-25%; exponential constant 15-35",30340,9,29972.95,30352.5,30696.15,723.199999999997,0.554,0,0
"E01006685","Weights +/-25%; exponential constant 15-35",23632,8,22646,23614,24600.05,1954.05,0.493,0,0
"E01006686","Weights +/-25%; exponential constant 15-35",25056,8,24121.65,25063,26054.05,1932.4,0.996,0,0
"E01006687","Weights +/-25%; exponential constant 15-35",20227,6,19082.9,20206.5,21373.2,2290.3,0.536,0,0
"E01006688","Weights +/-25%; exponential constant 15-35",14561,5,13814.9,14589,15330.1,1515.2,0.994,0,0
"E01006689","Weights +/-25%; exponential constant 15-35",24963,8,24239.8,24936,25710.15,1470.35,1,0,0
"E01006690","Weights +/-25%; exponential constant 15-35",1371,1,1119.95,1349.5,1553,433.05,1,1,1
"E01006691","Weights +/-25%; exponential constant 15-35",2756,1,2440,2778.5,3120.35,680.35,1,1,1
"E01006692","Weights +/-25%; exponential constant 15-35",2562,1,2363.9,2590,2875.1,511.200000000001,1,1,1
"E01006693","Weights +/-25%; exponential constant 15-35",789,1,639.9,827.5,1071.05,431.15,1,1,1
"E01006694","Weights +/-25%; exponential constant 15-35",1210,1,938.95,1185,1402.05,463.1,1,1,1
"E01006695","Weights +/-25%; exponential constant 15-35",162,1,132,169,229,97,1,1,1
"E01006696","Weights +/-25%; exponential constant 15-35",3940,2,3743,3909,4086,343,1,0,1
"E01006697","Weights +/-25%; exponential constant 15-35",1517,1,1210,1478,1701.1,491.1,1,1,1
"E01006698","Weights +/-25%; exponential constant 15-35",1167,1,970.9,1184,1405.1,434.2,1,1,1
"E01006699","Weights +/-25%; exponential constant 15-35",394,1,287.95,415,573.1,285.15,1,1,1
"E01006700","Weights +/-25%; exponential constant 15-35",490,1,338.95,487,620,281.05,1,1,1
"E01006701","Weights +/-25%; exponential constant 15-35",2357,1,2192.85,2339,2502,309.15,1,1,1
"E01006702","Weights +/-25%; exponential constant 15-35",648,1,510,638.5,760.05,250.05,1,1,1
"E01006703","Weights +/-25%; exponential constant 15-35",328,1,299,343,396.05,97.05,1,1,1
"E01006705","Weights +/-25%; exponential constant 15-35",374,1,272.95,382,498.05,225.1,1,1,1
"E01006706","Weights +/-25%; exponential constant 15-35",822,1,673.9,860,1152.1,478.2,1,1,1
"E01006707","Weights +/-25%; exponential constant 15-35",1486,1,1327,1522,1810,483,1,1,1
"E01006708","Weights +/-25%; exponential constant 15-35",3892,2,3619.9,3920,4247,627.1,1,0,1
"E01006709","Weights +/-25%; exponential constant 15-35",4023,2,3709.9,4095.5,4528.15,818.25,1,0,1
"E01006710","Weights +/-25%; exponential constant 15-35",4542,2,4268.95,4562,4903.15,634.2,1,0,1
"E01006711","Weights +/-25%; exponential constant 15-35",1724,1,1492,1758.5,2056.3,564.3,1,1,1
"E01006712","Weights +/-25%; exponential constant 15-35",4908,2,4484.75,4952.5,5438.05,953.3,1,0,1
"E01006713","Weights +/-25%; exponential constant 15-35",6938,3,6358.75,7030.5,7703.15,1344.4,0.727,0,0.273
"E01006716","Weights +/-25%; exponential constant 15-35",1900,1,1695.85,1924,2159.05,463.2,1,1,1
"E01006717","Weights +/-25%; exponential constant 15-35",10552,4,10017,10588,11147.55,1130.55,0.896,0,0
"E01006718","Weights +/-25%; exponential constant 15-35",5672,2,5241.85,5720,6209.1,967.249999999999,1,0,1
"E01006719","Weights +/-25%; exponential constant 15-35",6857,3,6391.8,6940,7503.25,1111.45,0.699,0,0.301
"E01006721","Weights +/-25%; exponential constant 15-35",300,1,188,282,405.05,217.05,1,1,1
"E01006722","Weights +/-25%; exponential constant 15-35",8234,3,7516.95,8290.5,9065.25,1548.3,1,0,0
"E01006723","Weights +/-25%; exponential constant 15-35",7515,3,6906.9,7559.5,8194,1287.1,0.979,0,0.021
"E01006724","Weights +/-25%; exponential constant 15-35",15080,5,13631.75,15335,16857,3225.25,0.915,0,0
"E01006725","Weights +/-25%; exponential constant 15-35",4475,2,4151.85,4495.5,4833.1,681.249999999999,1,0,1
"E01006726","Weights +/-25%; exponential constant 15-35",4627,2,4278.95,4600,4910,631.05,1,0,1
"E01006727","Weights +/-25%; exponential constant 15-35",7937,3,6711.5,8129,9188.05,2476.55,0.946,0,0.054
"E01006728","Weights +/-25%; exponential constant 15-35",535,1,400.95,513,620.05,219.1,1,1,1
"E01006729","Weights +/-25%; exponential constant 15-35",2094,1,1892,2136,2461.1,569.1,1,1,1
"E01006730","Weights +/-25%; exponential constant 15-35",2837,1,2645,2859,3115.05,470.05,1,1,1
"E01006731","Weights +/-25%; exponential constant 15-35",1734,1,1611,1761.5,1923.05,312.05,1,1,1
"E01006732","Weights +/-25%; exponential constant 15-35",1131,1,992.95,1186,1470.05,477.1,1,1,1
"E01006734","Weights +/-25%; exponential constant 15-35",707,1,596,750,1001,405,1,1,1
"E01006735","Weights +/-25%; exponential constant 15-35",603,1,532.95,625,768,235.05,1,1,1
"E01006736","Weights +/-25%; exponential constant 15-35",3040,1,2843.95,3068.5,3330.25,486.3,0.969,0.969,1
"E01006737","Weights +/-25%; exponential constant 15-35",1813,1,1648.95,1866,2132.1,483.15,1,1,1
"E01006738","Weights +/-25%; exponential constant 15-35",1516,1,1402.95,1535,1712.05,309.1,1,1,1
"E01006739","Weights +/-25%; exponential constant 15-35",4751,2,4411,4820,5320.05,909.05,1,0,1
"E01006740","Weights +/-25%; exponential constant 15-35",2183,1,2007,2225.5,2481.35,474.349999999999,1,1,1
"E01006741","Weights +/-25%; exponential constant 15-35",4526,2,4262.8,4568,4973.05,710.249999999999,1,0,1
"E01006742","Weights +/-25%; exponential constant 15-35",11940,4,11442.9,11918,12477.05,1034.15,1,0,0
"E01006743","Weights +/-25%; exponential constant 15-35",8004,3,7430.8,8029.5,8759.05,1328.25,1,0,0
"E01006744","Weights +/-25%; exponential constant 15-35",7030,3,6376.1,7147.5,7885.25,1509.15,0.772,0,0.228
"E01006745","Weights +/-25%; exponential constant 15-35",3778,2,3451,3799,4122.2,671.2,0.981,0.019,1
"E01006746","Weights +/-25%; exponential constant 15-35",4171,2,3961.75,4149,4347.05,385.3,1,0,1
"E01006747","Weights +/-25%; exponential constant 15-35",14294,5,13378.95,14295.5,15233.3,1854.35,0.92,0,0
"E01006748","Weights +/-25%; exponential constant 15-35",7387,3,6295.75,7608.5,9009.35,2713.6,0.844,0,0.154
"E01006751","Weights +/-25%; exponential constant 15-35",7105,3,6682.8,7129,7656.1,973.300000000001,0.915,0,0.085
"E01006753","Weights +/-25%; exponential constant 15-35",2722,1,2547.95,2763,3029.05,481.1,1,1,1
"E01006754","Weights +/-25%; exponential constant 15-35",752,1,674,772.5,900,226,1,1,1
"E01006755","Weights +/-25%; exponential constant 15-35",593,1,495.95,610,761,265.05,1,1,1
"E01006756","Weights +/-25%; exponential constant 15-35",1334,1,1238,1368,1557.1,319.1,1,1,1
"E01006757","Weights +/-25%; exponential constant 15-35",861,1,779,888,1036,257,1,1,1
"E01006758","Weights +/-25%; exponential constant 15-35",2081,1,1852.95,2136,2503.1,650.15,1,1,1
"E01006759","Weights +/-25%; exponential constant 15-35",2951,1,2635.75,2994,3341.05,705.3,0.961,0.961,1
"E01006760","Weights +/-25%; exponential constant 15-35",65,1,47,68,95,48,1,1,1
"E01006761","Weights +/-25%; exponential constant 15-35",1134,1,977.95,1159,1388.1,410.15,1,1,1
"E01006762","Weights +/-25%; exponential constant 15-35",3350,1,3190.95,3376,3589.05,398.1,0.498,0.498,1
"E01006763","Weights +/-25%; exponential constant 15-35",4008,2,3675,4033.5,4393.15,718.15,1,0,1
"E01006764","Weights +/-25%; exponential constant 15-35",1490,1,1253.85,1482,1691.05,437.2,1,1,1
"E01006765","Weights +/-25%; exponential constant 15-35",6993,3,6555.95,7021,7482.05,926.099999999999,0.816,0,0.184
"E01006766","Weights +/-25%; exponential constant 15-35",357,1,248.95,355,465,216.05,1,1,1
"E01006767","Weights +/-25%; exponential constant 15-35",2104,1,1897.9,2085,2277.15,379.25,1,1,1
"E01006768","Weights +/-25%; exponential constant 15-35",4707,2,4353.95,4754,5159,805.05,1,0,1
"E01006769","Weights +/-25%; exponential constant 15-35",2596,1,2300.9,2702,3219.15,918.25,0.985,0.985,1
"E01006770","Weights +/-25%; exponential constant 15-35",5446,2,5075.7,5507,6028,952.3,1,0,1
"E01006771","Weights +/-25%; exponential constant 15-35",528,1,398,565,789,391,1,1,1
"E01006772","Weights +/-25%; exponential constant 15-35",9842,3,9244.8,9883,10661.2,1416.4,0.701,0,0
"E01006773","Weights +/-25%; exponential constant 15-35",21919,7,21043.9,21923,22910.1,1866.2,0.999,0,0
"E01006774","Weights +/-25%; exponential constant 15-35",26493,8,25663.75,26479.5,27305,1641.25,0.848,0,0
"E01006775","Weights +/-25%; exponential constant 15-35",2359,1,2043.9,2419,2921.15,877.25,1,1,1
"E01006776","Weights +/-25%; exponential constant 15-35",5337,2,5057.95,5378,5779.05,721.1,1,0,1
"E01006778","Weights +/-25%; exponential constant 15-35",323,1,277,352,499.3,222.3,1,1,1
"E01006779","Weights +/-25%; exponential constant 15-35",465,1,318,506,749.1,431.1,1,1,1
"E01006780","Weights +/-25%; exponential constant 15-35",7583,3,6985.95,7666.5,8320.05,1334.1,0.984,0,0.016
"E01006781","Weights +/-25%; exponential constant 15-35",15951,5,15264.95,15912,16616.1,1351.15,0.986,0,0
"E01006782","Weights +/-25%; exponential constant 15-35",5534,2,4742.9,5638,6403,1660.1,0.996,0,0.996
"E01006783","Weights +/-25%; exponential constant 15-35",4039,2,3391,4132.5,4776.2,1385.2,0.957,0.043,1
"E01006784","Weights +/-25%; exponential constant 15-35",7835,3,6995.8,7990,8947.5,1951.7,0.982,0,0.018
"E01006785","Weights +/-25%; exponential constant 15-35",6389,2,5951.8,6404.5,6890,938.2,0.896,0,0.896
"E01006786","Weights +/-25%; exponential constant 15-35",8608,3,7741,8755,9780,2039,0.985,0,0
"E01006787","Weights +/-25%; exponential constant 15-35",2184,1,1948.95,2199,2434,485.05,1,1,1
"E01006788","Weights +/-25%; exponential constant 15-35",8208,3,7780,8203,8625.2,845.200000000001,1,0,0
"E01006790","Weights +/-25%; exponential constant 15-35",275,1,227.95,286,375,147.05,1,1,1
"E01006791","Weights +/-25%; exponential constant 15-35",296,1,261,311.5,410,149,1,1,1
"E01006792","Weights +/-25%; exponential constant 15-35",27835,9,27157.9,27842,28448,1290.1,0.981,0,0
"E01006793","Weights +/-25%; exponential constant 15-35",9878,3,9280.95,9925.5,10713.05,1432.1,0.674,0,0
"E01006794","Weights +/-25%; exponential constant 15-35",21309,7,20628.7,21298,21979.2,1350.5,0.997,0,0
"E01006795","Weights +/-25%; exponential constant 15-35",24277,8,23344,24305,25184.5,1840.5,0.863,0,0
"E01006796","Weights +/-25%; exponential constant 15-35",32961,10,32715,32957,33167,452,1,0,0
"E01006797","Weights +/-25%; exponential constant 15-35",4937,2,4619,4977,5418,799,1,0,1
"E01006798","Weights +/-25%; exponential constant 15-35",24240,8,23328.95,24224.5,25123.25,1794.3,0.853,0,0
"E01006799","Weights +/-25%; exponential constant 15-35",7419,3,6915,7468.5,8149.05,1234.05,0.991,0,0.009
"E01006800","Weights +/-25%; exponential constant 15-35",25811,8,24940.5,25796,26650.4,1709.9,0.996,0,0
"E01006801","Weights +/-25%; exponential constant 15-35",29948,9,29250,29963.5,30695.3,1445.3,0.801,0,0
"E01006802","Weights +/-25%; exponential constant 15-35",15914,5,15376.85,15854.5,16393.05,1016.2,0.999,0,0
"E01006803","Weights +/-25%; exponential constant 15-35",24558,8,23791.85,24555.5,25306.8,1514.95,0.977,0,0
"E01006804","Weights +/-25%; exponential constant 15-35",15788,5,15117.75,15696,16452.15,1334.4,1,0,0
"E01006805","Weights +/-25%; exponential constant 15-35",8948,3,8575.95,8956.5,9423.3,847.349999999999,1,0,0
"E01006806","Weights +/-25%; exponential constant 15-35",28701,9,28031.85,28700,29301.1,1269.25,1,0,0
"E01006807","Weights +/-25%; exponential constant 15-35",29608,9,29280.95,29605.5,29931.15,650.200000000001,1,0,0
"E01006808","Weights +/-25%; exponential constant 15-35",26608,8,25953.9,26570.5,27251.05,1297.15,0.835,0,0
"E01006809","Weights +/-25%; exponential constant 15-35",24062,8,23329.8,24028.5,24708.2,1378.4,0.806,0,0
"E01006810","Weights +/-25%; exponential constant 15-35",21702,7,20803.95,21688,22605.05,1801.10000000001,0.998,0,0
"E01006811","Weights +/-25%; exponential constant 15-35",10492,4,9901.95,10503.5,11207.05,1305.1,0.849,0,0
"E01006812","Weights +/-25%; exponential constant 15-35",2106,1,1962.95,2124,2288.1,325.15,1,1,1
"E01006813","Weights +/-25%; exponential constant 15-35",4653,2,4383.95,4646,4917.05,533.099999999999,1,0,1
"E01006814","Weights +/-25%; exponential constant 15-35",26135,8,25392.85,26120.5,26860.55,1467.7,0.976,0,0
"E01006815","Weights +/-25%; exponential constant 15-35",6712,2,6311.8,6748,7200.15,888.35,0.503,0,0.503
"E01006816","Weights +/-25%; exponential constant 15-35",552,1,470,571.5,713.15,243.15,1,1,1
"E01006817","Weights +/-25%; exponential constant 15-35",125,1,109,131,189,80,1,1,1
"E01006818","Weights +/-25%; exponential constant 15-35",20506,7,19681.75,20437.5,21278.1,1596.35,0.658,0,0
"E01006819","Weights +/-25%; exponential constant 15-35",7943,3,7527.95,7955,8486.05,958.100000000001,1,0,0
"E01006820","Weights +/-25%; exponential constant 15-35",1563,1,1428,1546,1674,246,1,1,1
"E01006821","Weights +/-25%; exponential constant 15-35",483,1,449,500,562,113,1,1,1
"E01006822","Weights +/-25%; exponential constant 15-35",26044,8,25277.75,26033.5,26759.45,1481.7,0.99,0,0
"E01006823","Weights +/-25%; exponential constant 15-35",31507,10,31263,31493,31738,475,1,0,0
"E01006824","Weights +/-25%; exponential constant 15-35",28795,9,28313,28784.5,29284.05,971.049999999999,1,0,0
"E01006825","Weights +/-25%; exponential constant 15-35",30562,10,30280,30550.5,30767.2,487.200000000001,0.857,0,0
"E01006826","Weights +/-25%; exponential constant 15-35",4782,2,4489,4811.5,5198.1,709.1,1,0,1
"E01006827","Weights +/-25%; exponential constant 15-35",28965,9,28640.9,28950,29240,599.100000000002,1,0,0
"E01006828","Weights +/-25%; exponential constant 15-35",31308,10,30946.85,31305,31583.35,636.499999999996,1,0,0
"E01006829","Weights +/-25%; exponential constant 15-35",28624,9,27981.85,28602.5,29173,1191.15,1,0,0
"E01006830","Weights +/-25%; exponential constant 15-35",2706,1,2509.9,2768,3102.05,592.15,0.999,0.999,1
"E01006831","Weights +/-25%; exponential constant 15-35",6523,2,6130.95,6550.5,6990.05,859.1,0.775,0,0.775
"E01006832","Weights +/-25%; exponential constant 15-35",5466,2,5032.9,5544.5,6075.3,1042.4,0.999,0,0.999
"E01006833","Weights +/-25%; exponential constant 15-35",16308,5,15561,16281,17100.2,1539.2,0.883,0,0
"E01006834","Weights +/-25%; exponential constant 15-35",2264,1,1977,2280,2582,605,1,1,1
"E01006835","Weights +/-25%; exponential constant 15-35",10612,4,9993.75,10682.5,11367.2,1373.45,0.892,0,0
"E01006836","Weights +/-25%; exponential constant 15-35",8006,3,7613,7988.5,8391.15,778.15,1,0,0
"E01006837","Weights +/-25%; exponential constant 15-35",12261,4,11740.6,12247,12877.15,1136.55,1,0,0
"E01006838","Weights +/-25%; exponential constant 15-35",6617,2,6265.8,6620,7055.25,789.45,0.663,0,0.663
"E01006839","Weights +/-25%; exponential constant 15-35",9365,3,8823.85,9379,9975.3,1151.45,0.98,0,0
"E01006840","Weights +/-25%; exponential constant 15-35",10268,4,9684.75,10284,11002,1317.25,0.657,0,0
"E01006841","Weights +/-25%; exponential constant 15-35",28164,9,27563.95,28138,28678,1114.05,1,0,0
"E01006842","Weights +/-25%; exponential constant 15-35",4298,2,4063,4317.5,4569.15,506.15,1,0,1
"E01006843","Weights +/-25%; exponential constant 15-35",10188,4,9719,10183,10752.05,1033.05,0.567,0,0
"E01006844","Weights +/-25%; exponential constant 15-35",1250,1,1127,1255,1392,265,1,1,1
"E01006845","Weights +/-25%; exponential constant 15-35",7491,3,7154.95,7494.5,7922,767.05,1,0,0
"E01006846","Weights +/-25%; exponential constant 15-35",19558,6,18730.85,19498,20296.4,1565.55,0.943,0,0
"E01006847","Weights +/-25%; exponential constant 15-35",2186,1,2007.95,2240,2529.25,521.3,1,1,1
"E01006848","Weights +/-25%; exponential constant 15-35",16405,5,15635.9,16383.5,17213.25,1577.35,0.834,0,0
"E01006849","Weights +/-25%; exponential constant 15-35",2107,1,1962.9,2125.5,2302.05,339.15,1,1,1
"E01006850","Weights +/-25%; exponential constant 15-35",2301,1,2095.95,2326.5,2578,482.05,1,1,1
"E01006851","Weights +/-25%; exponential constant 15-35",13246,4,12615.95,13239.5,13956.1,1340.15,0.717,0,0
"E01006852","Weights +/-25%; exponential constant 15-35",24945,8,24268.95,24912.5,25572.1,1303.15,1,0,0
"E01006853","Weights +/-25%; exponential constant 15-35",20847,7,20027.9,20821.5,21684.3,1656.4,0.87,0,0
"E01006854","Weights +/-25%; exponential constant 15-35",9397,3,8965,9395.5,9886,921,0.991,0,0
"E01006855","Weights +/-25%; exponential constant 15-35",7430,3,6994.8,7448.5,7991.1,996.3,0.997,0,0.003
"E01006856","Weights +/-25%; exponential constant 15-35",23774,8,22975.95,23774.5,24502.4,1526.45,0.601,0,0
"E01006857","Weights +/-25%; exponential constant 15-35",28538,9,28082.95,28508,28915.05,832.100000000002,1,0,0
"E01006858","Weights +/-25%; exponential constant 15-35",5602,2,5327.9,5581,5849.1,521.2,1,0,1
"E01006859","Weights +/-25%; exponential constant 15-35",29620,9,29090.8,29647.5,30194.05,1103.25,0.991,0,0
"E01006860","Weights +/-25%; exponential constant 15-35",8382,3,7946.95,8380.5,8863.1,916.149999999999,1,0,0
"E01006861","Weights +/-25%; exponential constant 15-35",3273,1,3068.95,3305,3587.05,518.1,0.683,0.683,1
"E01006862","Weights +/-25%; exponential constant 15-35",13863,5,13203,13833.5,14537.25,1334.25,0.784,0,0
"E01006863","Weights +/-25%; exponential constant 15-35",1532,1,1354,1522,1689.1,335.1,1,1,1
"E01006864","Weights +/-25%; exponential constant 15-35",19541,6,18866.7,19500.5,20096.15,1229.45,0.986,0,0
"E01006866","Weights +/-25%; exponential constant 15-35",5241,2,4967.95,5272,5647.05,679.1,1,0,1
"E01006867","Weights +/-25%; exponential constant 15-35",25561,8,24878.7,25553,26251.35,1372.65,1,0,0
"E01006868","Weights +/-25%; exponential constant 15-35",7383,3,6983.95,7401,7906.05,922.099999999999,1,0,0
"E01006869","Weights +/-25%; exponential constant 15-35",7024,3,6648,7027.5,7464.35,816.35,0.881,0,0.119
"E01006870","Weights +/-25%; exponential constant 15-35",3394,2,3086.85,3415,3714,627.15,0.578,0.422,1
"E01006871","Weights +/-25%; exponential constant 15-35",999,1,844.75,1040,1286.1,441.35,1,1,1
"E01006872","Weights +/-25%; exponential constant 15-35",403,1,312,402,495,183,1,1,1
"E01006873","Weights +/-25%; exponential constant 15-35",151,1,134,159,233,99,1,1,1
"E01006874","Weights +/-25%; exponential constant 15-35",138,1,108.95,146,210,101.05,1,1,1
"E01006875","Weights +/-25%; exponential constant 15-35",3225,1,3012,3227,3461.05,449.05,0.862,0.862,1
"E01006876","Weights +/-25%; exponential constant 15-35",5641,2,5024.6,5731,6423.25,1398.65,0.995,0,0.995
"E01006877","Weights +/-25%; exponential constant 15-35",961,1,797,983,1216.05,419.05,1,1,1
"E01006878","Weights +/-25%; exponential constant 15-35",7981,3,7519.75,7989,8491.1,971.35,1,0,0
"E01006879","Weights +/-25%; exponential constant 15-35",7373,3,6976.75,7384.5,7891.1,914.35,1,0,0
"E01006880","Weights +/-25%; exponential constant 15-35",195,1,173,206,244.05,71.05,1,1,1
"E01006881","Weights +/-25%; exponential constant 15-35",929,1,828,932,1041,213,1,1,1
"E01006882","Weights +/-25%; exponential constant 15-35",29259,9,28895.85,29240.5,29598.05,702.200000000001,1,0,0
"E01006883","Weights +/-25%; exponential constant 15-35",23769,8,23116,23739,24325.1,1209.1,0.594,0,0
"E01006884","Weights +/-25%; exponential constant 15-35",21926,7,21284.5,21890,22581,1296.5,1,0,0
"E01006885","Weights +/-25%; exponential constant 15-35",27418,9,26793.7,27417.5,27982.15,1188.45,0.856,0,0
"E01006886","Weights +/-25%; exponential constant 15-35",26791,8,26330.95,26747,27195.15,864.200000000004,0.828,0,0
"E01006887","Weights +/-25%; exponential constant 15-35",13344,4,12687.95,13337,14152.2,1464.25,0.624,0,0
"E01006888","Weights +/-25%; exponential constant 15-35",27936,9,27285.95,27930,28543.05,1257.1,0.991,0,0
"E01006889","Weights +/-25%; exponential constant 15-35",27322,9,26686,27316.5,27856.05,1170.05,0.783,0,0
"E01006890","Weights +/-25%; exponential constant 15-35",14868,5,14071,14867,15809.55,1738.55,0.998,0,0
"E01006891","Weights +/-25%; exponential constant 15-35",22969,7,22142,22957.5,23779.2,1637.2,0.913,0,0
"E01006892","Weights +/-25%; exponential constant 15-35",16518,5,15665.6,16503.5,17547.15,1881.55,0.743,0,0
"E01006893","Weights +/-25%; exponential constant 15-35",13074,4,12548,13079.5,13683,1135,0.873,0,0
"E01006894","Weights +/-25%; exponential constant 15-35",19288,6,18309.95,19225.5,20173.05,1863.10000000001,0.968,0,0
"E01006895","Weights +/-25%; exponential constant 15-35",29693,9,29201.95,29685.5,30220.5,1018.55,0.984,0,0
"E01006896","Weights +/-25%; exponential constant 15-35",19348,6,18434.95,19295,20193.7,1758.75,0.962,0,0
"E01006897","Weights +/-25%; exponential constant 15-35",17324,6,16560.95,17301.5,18176.15,1615.2,0.791,0,0
"E01006898","Weights +/-25%; exponential constant 15-35",5800,2,5459.95,5763,6027,567.05,1,0,1
"E01006899","Weights +/-25%; exponential constant 15-35",5991,2,5626.95,6024.5,6463,836.05,0.999,0,0.999
"E01006901","Weights +/-25%; exponential constant 15-35",23055,7,22318.7,23036,23829.05,1510.35,0.9,0,0
"E01006903","Weights +/-25%; exponential constant 15-35",1519,1,1351.95,1545,1758.05,406.1,1,1,1
"E01006904","Weights +/-25%; exponential constant 15-35",8511,3,8052,8529,9073.1,1021.1,1,0,0
"E01006905","Weights +/-25%; exponential constant 15-35",1638,1,1520,1677,1870,350,1,1,1
"E01006906","Weights +/-25%; exponential constant 15-35",9994,3,9409.6,10056.5,10712.2,1302.6,0.567,0,0
"E01006907","Weights +/-25%; exponential constant 15-35",5527,2,5155,5579,6015.1,860.1,1,0,1
"E01006908","Weights +/-25%; exponential constant 15-35",1103,1,1022.9,1130,1267,244.1,1,1,1
"E01006909","Weights +/-25%; exponential constant 15-35",100,1,68,111.5,195,127,1,1,1
"E01006910","Weights +/-25%; exponential constant 15-35",6094,2,5805.95,6081.5,6404.1,598.15,1,0,1
"E01006911","Weights +/-25%; exponential constant 15-35",17710,6,16893.85,17696.5,18612,1718.15,0.953,0,0
"E01006912","Weights +/-25%; exponential constant 15-35",3997,2,3782.95,4005.5,4256.05,473.1,1,0,1
"E01006913","Weights +/-25%; exponential constant 15-35",2770,1,2609,2779.5,2958.05,349.05,1,1,1
"E01006914","Weights +/-25%; exponential constant 15-35",31296,10,30962.95,31286,31534,571.049999999999,1,0,0
"E01006915","Weights +/-25%; exponential constant 15-35",7304,3,6913.8,7304,7766.1,852.300000000001,0.992,0,0.008
"E01006916","Weights +/-25%; exponential constant 15-35",10870,4,10201,10920,11632.15,1431.15,0.966,0,0
"E01006917","Weights +/-25%; exponential constant 15-35",31464,10,31086.85,31466.5,31761,674.150000000001,1,0,0
"E01006918","Weights +/-25%; exponential constant 15-35",19872,6,18939.8,19868,20706.2,1766.4,0.769,0,0
"E01006919","Weights +/-25%; exponential constant 15-35",3108,1,2900.95,3118.5,3353.05,452.099999999999,0.969,0.969,1
"E01006920","Weights +/-25%; exponential constant 15-35",15326,5,14724.95,15269.5,15929,1204.05,1,0,0
"E01006921","Weights +/-25%; exponential constant 15-35",28477,9,27824.9,28456,29033.1,1208.2,1,0,0
"E01006922","Weights +/-25%; exponential constant 15-35",26872,8,25992,26889,27693.05,1701.05,0.583,0,0
"E01006923","Weights +/-25%; exponential constant 15-35",25355,8,24562.65,25339,26121.4,1558.75,1,0,0
"E01006924","Weights +/-25%; exponential constant 15-35",4769,2,4557.95,4775,5052,494.05,1,0,1
"E01006925","Weights +/-25%; exponential constant 15-35",10684,4,10190.9,10671.5,11296,1105.1,0.971,0,0
"E01006926","Weights +/-25%; exponential constant 15-35",31992,10,31832,31982.5,32127.05,295.049999999999,1,0,0
"E01006927","Weights +/-25%; exponential constant 15-35",17603,6,16875,17547,18365.2,1490.2,0.947,0,0
"E01006928","Weights +/-25%; exponential constant 15-35",29153,9,28664.9,29147,29642.2,977.300000000003,1,0,0
"E01006929","Weights +/-25%; exponential constant 15-35",14782,5,14246.95,14720,15219,972.050000000001,1,0,0
"E01006930","Weights +/-25%; exponential constant 15-35",15376,5,14716,15332,16027,1311,1,0,0
"E01006931","Weights +/-25%; exponential constant 15-35",26977,8,26352.7,26946.5,27501,1148.3,0.552,0,0
"E01006932","Weights +/-25%; exponential constant 15-35",31216,10,30937,31199.5,31435,498,1,0,0
"E01006933","Weights +/-25%; exponential constant 15-35",12381,4,11978,12347.5,12823.15,845.15,1,0,0
"E01006934","Weights +/-25%; exponential constant 15-35",14485,5,13802.65,14529,15177.15,1374.5,0.993,0,0
"E01006935","Weights +/-25%; exponential constant 15-35",18573,6,17796,18560.5,19378,1582,1,0,0
"E01006936","Weights +/-25%; exponential constant 15-35",28556,9,28130.95,28528.5,28920,789.049999999999,1,0,0
"E01006937","Weights +/-25%; exponential constant 15-35",32322,10,32017.8,32338,32632,614.200000000001,1,0,0
"E01006938","Weights +/-25%; exponential constant 15-35",29462,9,29092.95,29453,29832,739.049999999999,1,0,0
"E01006939","Weights +/-25%; exponential constant 15-35",20027,6,19126.9,20026,20961.15,1834.25,0.643,0,0
"E01006940","Weights +/-25%; exponential constant 15-35",26345,8,25526.85,26335,27107.1,1580.25,0.916,0,0
"E01006941","Weights +/-25%; exponential constant 15-35",22959,7,22210.45,22958,23737.2,1526.75,0.922,0,0
