"lsoa21_code","analysis","official_rank","official_decile","rank_p05","rank_median","rank_p95","rank_p90_interval_width","same_decile_probability","probability_most_deprived_10pct","probability_most_deprived_20pct"
"E01007933","Weights +/-25%",32894,10,32732,32884,33027.1,295.099999999999,1,0,0
"E01007934","Weights +/-25%",32018,10,31775,32004.5,32242,467,1,0,0
"E01007935","Weights +/-25%",23722,8,21942,23712.5,25591.1,3649.1,0.527,0,0
"E01007936","Weights +/-25%",26690,8,25306.75,26692.5,28010.4,2703.65,0.62,0,0
"E01007937","Weights +/-25%",32294,10,32051.95,32295,32561.1,509.150000000001,1,0,0
"E01007938","Weights +/-25%",33470,10,33400,33461,33511,111,1,0,0
"E01007939","Weights +/-25%",32508,10,32346.9,32503.5,32654,307.099999999999,1,0,0
"E01007940","Weights +/-25%",104,1,79,104,128,49,1,1,1
"E01007941","Weights +/-25%",4575,2,4394.9,4580.5,4814.05,419.15,1,0,1
"E01007942","Weights +/-25%",960,1,799.95,956,1137.05,337.1,1,1,1
"E01007943","Weights +/-25%",950,1,878,945,1033.05,155.05,1,1,1
"E01007945","Weights +/-25%",1471,1,1363.95,1465,1602.05,238.1,1,1,1
"E01007946","Weights +/-25%",1751,1,1619,1755,1924.05,305.05,1,1,1
"E01007947","Weights +/-25%",178,1,154,177,214.05,60.05,1,1,1
"E01007948","Weights +/-25%",949,1,822,949,1113.1,291.1,1,1,1
"E01007949","Weights +/-25%",77,1,48,74,109,61,1,1,1
"E01007950","Weights +/-25%",3717,2,3529.95,3716,3938.05,408.1,1,0,1
"E01007951","Weights +/-25%",27257,9,26526.85,27261,27972.2,1445.35,0.695,0,0
"E01007952","Weights +/-25%",33438,10,33358,33435,33489,131,1,0,0
"E01007953","Weights +/-25%",16021,5,15237,16003.5,17010.15,1773.15,0.925,0,0
"E01007954","Weights +/-25%",33375,10,33260.95,33371,33476,215.050000000003,1,0,0
"E01007955","Weights +/-25%",32802,10,32656,32796.5,32955.1,299.099999999999,1,0,0
"E01007956","Weights +/-25%",30189,9,29824,30172,30487,663,0.855,0,0
"E01007957","Weights +/-25%",33081,10,32939.95,33072,33184,244.049999999996,1,0,0
"E01007958","Weights +/-25%",33009,10,32836,33005,33145.05,309.049999999996,1,0,0
"E01007959","Weights +/-25%",33411,10,33357,33411,33460,103,1,0,0
"E01007960","Weights +/-25%",28324,9,27419.95,28322.5,29208.15,1788.2,0.993,0,0
"E01007961","Weights +/-25%",33156,10,33008.95,33158.5,33272.05,263.100000000006,1,0,0
"E01007962","Weights +/-25%",17148,6,16285.9,17127.5,18176.2,1890.3,0.659,0,0
"E01007963","Weights +/-25%",7238,3,6725,7211,7768,1043,0.941,0,0.059
"E01007964","Weights +/-25%",6865,3,6558.85,6884,7238.05,679.200000000001,0.714,0,0.286
"E01007965","Weights +/-25%",3958,2,3688.9,3958,4276.1,587.2,1,0,1
"E01007966","Weights +/-25%",11978,4,11446.7,11945,12509.6,1062.9,1,0,0
"E01007967","Weights +/-25%",6233,2,5960,6218,6546,586,0.998,0,0.998
"E01007968","Weights +/-25%",3638,2,3399.9,3630,3911.05,511.15,0.971,0.029,1
"E01007969","Weights +/-25%",10422,4,9859.7,10393.5,11046.2,1186.5,0.767,0,0
"E01007970","Weights +/-25%",73,1,49,70,95,46,1,1,1
"E01007971","Weights +/-25%",8703,3,8254.9,8690.5,9161.25,906.35,1,0,0
"E01007972","Weights +/-25%",23902,8,23171.85,23867,24570.25,1398.4,0.709,0,0
"E01007973","Weights +/-25%",22245,7,21492.5,22236.5,23008.1,1515.6,0.999,0,0
"E01007974","Weights +/-25%",21993,7,21371,21960.5,22652.3,1281.3,1,0,0
"E01007975","Weights +/-25%",5656,2,5401.95,5652,5942,540.05,1,0,1
"E01007976","Weights +/-25%",8070,3,7649.95,8068.5,8521.15,871.2,1,0,0
"E01007977","Weights +/-25%",991,1,884,994,1152.1,268.1,1,1,1
"E01007978","Weights +/-25%",13806,5,12993.85,13821,14685.2,1691.35,0.71,0,0
"E01007979","Weights +/-25%",245,1,204,244,282.05,78.05,1,1,1
"E01007980","Weights +/-25%",16656,5,15661.75,16669.5,17816.55,2154.8,0.602,0,0
"E01007981","Weights +/-25%",16846,5,15496,16854,18295,2799,0.513,0,0
"E01007982","Weights +/-25%",4146,2,3863,4148,4436.1,573.1,1,0,1
"E01007983","Weights +/-25%",20505,7,19047.7,20509.5,22027.05,2979.35,0.58,0,0
"E01007984","Weights +/-25%",32345,10,32123.9,32339.5,32561,437.100000000002,1,0,0
"E01007985","Weights +/-25%",23768,8,22732.8,23741,24873.4,2140.6,0.56,0,0
"E01007986","Weights +/-25%",19384,6,18086.6,19382.5,20712.2,2625.6,0.813,0,0
"E01007987","Weights +/-25%",23117,7,22142.5,23133,24241.2,2098.7,0.732,0,0
"E01007988","Weights +/-25%",28691,9,28223.95,28676.5,29130.05,906.099999999999,1,0,0
"E01007989","Weights +/-25%",20845,7,19329.95,20847,22447.05,3117.1,0.701,0,0
"E01007990","Weights +/-25%",17597,6,16883.05,17574,18475.35,1592.3,0.95,0,0
"E01007991","Weights +/-25%",7659,3,7325.95,7656,8107.1,781.15,1,0,0
"E01007992","Weights +/-25%",21452,7,20382.75,21470,22708.9,2326.15,0.97,0,0
"E01007993","Weights +/-25%",11441,4,10889.7,11414,12156.05,1266.35,1,0,0
"E01007994","Weights +/-25%",24578,8,23319.95,24579,25893.3,2573.35,0.87,0,0
"E01007995","Weights +/-25%",15279,5,14118.9,15254.5,16601.1,2482.2,0.981,0,0
"E01007996","Weights +/-25%",19094,6,18356.7,19068.5,19815.6,1458.9,1,0,0
"E01007997","Weights +/-25%",27896,9,27398.95,27888,28368.15,969.200000000001,0.999,0,0
"E01007998","Weights +/-25%",3373,1,3122.95,3386.5,3699.1,576.15,0.476,0.476,1
"E01007999","Weights +/-25%",24176,8,23295.5,24117.5,24988,1692.5,0.822,0,0
"E01008000","Weights +/-25%",14686,5,13976.8,14660,15371.35,1394.55,0.999,0,0
"E01008001","Weights +/-25%",8613,3,8188.75,8590.5,9065.05,876.300000000001,1,0,0
"E01008002","Weights +/-25%",23464,7,22605.35,23413.5,24287.3,1681.95,0.644,0,0
"E01008003","Weights +/-25%",19592,6,18784.7,19559.5,20336.15,1551.45,0.927,0,0
"E01008004","Weights +/-25%",9471,3,9094.85,9467,9941.05,846.199999999999,0.987,0,0
"E01008005","Weights +/-25%",16884,6,16261,16859,17580.05,1319.05,0.48,0,0
"E01008006","Weights +/-25%",19685,6,18841.9,19645,20397,1555.1,0.905,0,0
"E01008007","Weights +/-25%",1151,1,1061,1153,1260,199,1,1,1
"E01008008","Weights +/-25%",4217,2,3996.9,4198,4446.1,449.2,1,0,1
"E01008009","Weights +/-25%",934,1,866.9,931,1012.05,145.15,1,1,1
"E01008010","Weights +/-25%",5081,2,4851.95,5068.5,5361,509.049999999999,1,0,1
"E01008011","Weights +/-25%",1316,1,1211.95,1311,1434,222.05,1,1,1
"E01008012","Weights +/-25%",3248,1,3082,3232,3436.1,354.1,0.876,0.876,1
"E01008013","Weights +/-25%",6458,2,6086.95,6463.5,6888.05,801.1,0.865,0,0.865
"E01008014","Weights +/-25%",4474,2,4236,4468,4738.05,502.049999999999,1,0,1
"E01008015","Weights +/-25%",1806,1,1659.95,1808,1977,317.05,1,1,1
"E01008016","Weights +/-25%",5576,2,5377.95,5570,5820.3,442.349999999999,1,0,1
"E01008017","Weights +/-25%",698,1,651.95,698,764.05,112.1,1,1,1
"E01008018","Weights +/-25%",2238,1,2101.95,2231,2391.15,289.2,1,1,1
"E01008019","Weights +/-25%",10491,4,10120.95,10486,10958.05,837.100000000002,0.945,0,0
"E01008020","Weights +/-25%",19307,6,18381.9,19251,20196.15,1814.25,0.954,0,0
"E01008021","Weights +/-25%",31394,10,31194,31377.5,31526.05,332.049999999999,1,0,0
"E01008022","Weights +/-25%",433,1,374.9,434,509.05,134.15,1,1,1
"E01008023","Weights +/-25%",30399,10,30104,30380,30657.15,553.150000000001,0.502,0,0
"E01008024","Weights +/-25%",17287,6,16642.65,17251,18035.05,1392.4,0.848,0,0
"E01008025","Weights +/-25%",22233,7,21708.9,22224,22843.15,1134.25,1,0,0
"E01008027","Weights +/-25%",7834,3,7445.9,7839,8332.1,886.200000000001,1,0,0
"E01008028","Weights +/-25%",10157,4,9723.95,10132,10655.15,931.199999999999,0.507,0,0
"E01008029","Weights +/-25%",6140,2,5718.9,6111.5,6546.35,827.449999999999,0.993,0,0.993
"E01008030","Weights +/-25%",17548,6,16934.8,17535,18223.2,1288.4,0.974,0,0
"E01008031","Weights +/-25%",14394,5,13756.8,14362.5,15110.3,1353.5,0.994,0,0
"E01008032","Weights +/-25%",7565,3,7267,7555,7895.05,628.05,1,0,0
"E01008033","Weights +/-25%",17888,6,17017.85,17867,18967.1,1949.25,0.972,0,0
"E01008034","Weights +/-25%",11976,4,11262.9,11922,12692.15,1429.25,1,0,0
"E01008035","Weights +/-25%",31319,10,30861.8,31284.5,31659.1,797.299999999996,1,0,0
"E01008036","Weights +/-25%",30037,9,29545.6,30009,30494,948.400000000001,0.886,0,0
"E01008037","Weights +/-25%",3728,2,3371.9,3723.5,4114.05,742.15,0.943,0.057,1
"E01008038","Weights +/-25%",30400,10,29929.9,30378,30814.1,884.200000000001,0.497,0,0
"E01008039","Weights +/-25%",25713,8,24969.95,25670.5,26420.1,1450.15,0.998,0,0
"E01008040","Weights +/-25%",18138,6,17417.55,18099,19034.05,1616.5,1,0,0
"E01008041","Weights +/-25%",29562,9,29101.8,29544,30083.05,981.25,0.996,0,0
"E01008042","Weights +/-25%",13546,5,12741.85,13557,14433.25,1691.4,0.537,0,0
"E01008043","Weights +/-25%",30491,10,30042.8,30482,30897.2,854.400000000001,0.642,0,0
"E01008044","Weights +/-25%",30383,10,29989.9,30372,30762.15,772.25,0.486,0,0
"E01008045","Weights +/-25%",15076,5,14322.95,15096,15954.05,1631.1,1,0,0
"E01008046","Weights +/-25%",12592,4,11478.95,12601,13866.75,2387.8,0.867,0,0
"E01008047","Weights +/-25%",22671,7,20813.95,22728,24710.75,3896.8,0.715,0,0
"E01008048","Weights +/-25%",25881,8,24796.7,25856,27006.05,2209.35,0.948,0,0
"E01008049","Weights +/-25%",23712,8,23137.95,23675,24264.05,1126.1,0.567,0,0
"E01008050","Weights +/-25%",20332,7,18757.75,20345.5,21969.1,3211.35,0.528,0,0
"E01008051","Weights +/-25%",12212,4,11283.95,12213,13156.1,1872.15,0.99,0,0
"E01008052","Weights +/-25%",19170,6,18175.05,19194,20242.45,2067.4,0.95,0,0
"E01008053","Weights +/-25%",3769,2,3551.95,3772,4009.1,457.15,1,0,1
"E01008054","Weights +/-25%",3549,2,3340.95,3551,3805.15,464.2,0.903,0.097,1
"E01008055","Weights +/-25%",2400,1,2270.9,2403,2544.05,273.15,1,1,1
"E01008056","Weights +/-25%",7147,3,6774.95,7140,7578,803.05,0.958,0,0.042
"E01008057","Weights +/-25%",4090,2,3833.95,4091.5,4366.15,532.2,1,0,1
"E01008058","Weights +/-25%",18810,6,18020.9,18763.5,19636.4,1615.5,0.998,0,0
"E01008059","Weights +/-25%",3563,2,3358,3556,3809.05,451.05,0.931,0.069,1
"E01008060","Weights +/-25%",2699,1,2539.95,2715,2918.05,378.1,1,1,1
"E01008061","Weights +/-25%",3788,2,3634.95,3786.5,3954.15,319.199999999999,1,0,1
"E01008062","Weights +/-25%",893,1,806,894,993,187,1,1,1
"E01008063","Weights +/-25%",6762,3,6411.95,6759.5,7155,743.05,0.51,0,0.49
"E01008064","Weights +/-25%",24136,8,22798.9,24126,25508.55,2709.65,0.694,0,0
"E01008065","Weights +/-25%",1535,1,1422,1528,1658.05,236.05,1,1,1
"E01008066","Weights +/-25%",20942,7,19680.85,20958,22156.55,2475.7,0.819,0,0
"E01008067","Weights +/-25%",14481,5,12944.75,14465.5,16094.05,3149.3,0.85,0,0
"E01008068","Weights +/-25%",6431,2,6005,6423.5,6856.05,851.05,0.888,0,0.888
"E01008069","Weights +/-25%",23956,8,22644.2,23906,25364.15,2719.95,0.631,0,0
"E01008072","Weights +/-25%",5400,2,5248,5409,5589.1,341.099999999999,1,0,1
"E01008073","Weights +/-25%",11907,4,11266.95,11884.5,12582,1315.05,1,0,0
"E01008074","Weights +/-25%",24587,8,23130.9,24553.5,26131.05,3000.15,0.838,0,0
"E01008075","Weights +/-25%",936,1,859.95,933,1010.05,150.1,1,1,1
"E01008076","Weights +/-25%",842,1,770.95,840,916.1,145.15,1,1,1
"E01008077","Weights +/-25%",4365,2,4140.8,4359,4594.1,453.299999999999,1,0,1
"E01008078","Weights +/-25%",22525,7,21787.6,22478.5,23305,1517.4,0.998,0,0
"E01008079","Weights +/-25%",25286,8,23984.95,25268,26563.05,2578.1,0.981,0,0
"E01008080","Weights +/-25%",15448,5,15009,15428,15979.1,970.1,1,0,0
"E01008081","Weights +/-25%",1558,1,1427.9,1551.5,1686.05,258.15,1,1,1
"E01008082","Weights +/-25%",1343,1,1223.95,1345,1488,264.05,1,1,1
"E01008083","Weights +/-25%",767,1,698.95,766,846.05,147.1,1,1,1
"E01008084","Weights +/-25%",297,1,271,297,341,70,1,1,1
"E01008085","Weights +/-25%",2174,1,2069,2174,2280.05,211.05,1,1,1
"E01008086","Weights +/-25%",3290,1,3125,3287.5,3465.05,340.05,0.783,0.783,1
"E01008087","Weights +/-25%",18874,6,18209.95,18856,19501.2,1291.25,1,0,0
"E01008088","Weights +/-25%",11502,4,11045.9,11511,12003.1,957.200000000001,1,0,0
"E01008089","Weights +/-25%",5555,2,5328.95,5548,5827.1,498.150000000001,1,0,1
"E01008090","Weights +/-25%",1309,1,1206.95,1309,1423,216.05,1,1,1
"E01008091","Weights +/-25%",12790,4,11892.95,12784.5,13830.15,1937.2,0.86,0,0
"E01008092","Weights +/-25%",697,1,608,696,797,189,1,1,1
"E01008093","Weights +/-25%",9408,3,8718.75,9409.5,10158.5,1439.75,0.941,0,0
"E01008094","Weights +/-25%",2117,1,1957.9,2111,2300.05,342.15,1,1,1
"E01008095","Weights +/-25%",9373,3,8989.9,9355.5,9798.05,808.150000000001,0.996,0,0
"E01008096","Weights +/-25%",3726,2,3530.95,3725,3954,423.05,1,0,1
"E01008097","Weights +/-25%",2124,1,1924,2121.5,2311,387,1,1,1
"E01008098","Weights +/-25%",1914,1,1767,1921,2080,313,1,1,1
"E01008099","Weights +/-25%",15759,5,14878.85,15741,16735.7,1856.85,0.97,0,0
"E01008100","Weights +/-25%",1744,1,1597.9,1747,1931,333.1,1,1,1
"E01008101","Weights +/-25%",5809,2,5562.95,5809,6137.15,574.2,1,0,1
"E01008102","Weights +/-25%",354,1,303.95,353,422,118.05,1,1,1
"E01008103","Weights +/-25%",256,1,206,258,314,108,1,1,1
"E01008104","Weights +/-25%",17620,6,16922.9,17610,18430.3,1507.4,0.961,0,0
"E01008105","Weights +/-25%",16411,5,15843.95,16412.5,16943.15,1099.2,0.918,0,0
"E01008107","Weights +/-25%",3812,2,3719.95,3813,3917.05,197.1,1,0,1
"E01008108","Weights +/-25%",9913,3,9357,9903.5,10500.55,1143.55,0.733,0,0
"E01008109","Weights +/-25%",12056,4,11285.1,12042,12707.3,1422.2,1,0,0
"E01008111","Weights +/-25%",17651,6,16431.45,17624,18962.3,2530.85,0.845,0,0
"E01008112","Weights +/-25%",4156,2,3658.8,4159,4632.05,973.25,1,0,1
"E01008113","Weights +/-25%",10297,4,9372.9,10303.5,11247,1874.1,0.6,0,0
"E01008114","Weights +/-25%",6562,2,5952.75,6543,7171.05,1218.3,0.667,0,0.667
"E01008115","Weights +/-25%",12660,4,11828.45,12624,13592.15,1763.7,0.934,0,0
"E01008116","Weights +/-25%",1127,1,1000.95,1130,1277.1,276.15,1,1,1
"E01008117","Weights +/-25%",4918,2,4623.95,4908.5,5223.1,599.15,1,0,1
"E01008118","Weights +/-25%",1828,1,1636,1821,2034,398,1,1,1
"E01008119","Weights +/-25%",2905,1,2689.85,2893,3143.05,453.2,0.998,0.998,1
"E01008122","Weights +/-25%",1916,1,1755,1914,2088,333,1,1,1
"E01008123","Weights +/-25%",2035,1,1894,2031.5,2192.05,298.05,1,1,1
"E01008124","Weights +/-25%",268,1,243,271,308,65,1,1,1
"E01008125","Weights +/-25%",6219,2,5891.8,6207.5,6566.3,674.5,0.994,0,0.994
"E01008126","Weights +/-25%",29632,9,29155.95,29628,30114,958.049999999999,1,0,0
"E01008128","Weights +/-25%",21708,7,20509,21730,22873.1,2364.1,0.98,0,0
"E01008129","Weights +/-25%",24087,8,23494,24081.5,24598.15,1104.15,0.891,0,0
"E01008130","Weights +/-25%",25731,8,25226.95,25709,26199.1,972.150000000005,1,0,0
"E01008131","Weights +/-25%",27569,9,26968.95,27537,28147.05,1178.1,0.934,0,0
"E01008132","Weights +/-25%",31771,10,31527.9,31766,32013.1,485.200000000001,1,0,0
"E01008133","Weights +/-25%",22557,7,21920.9,22517.5,23234.15,1313.25,0.998,0,0
"E01008134","Weights +/-25%",18817,6,18461,18805.5,19171.3,710.299999999999,1,0,0
"E01008135","Weights +/-25%",21289,7,20643.95,21286.5,21968.95,1325,0.998,0,0
"E01008136","Weights +/-25%",10319,4,9920,10306.5,10704.05,784.049999999999,0.764,0,0
"E01008137","Weights +/-25%",31678,10,31508,31672,31832.05,324.050000000003,1,0,0
"E01008138","Weights +/-25%",5460,2,5180.85,5456.5,5794.05,613.2,1,0,1
"E01008139","Weights +/-25%",15462,5,15023.9,15463,15998.05,974.150000000001,1,0,0
"E01008140","Weights +/-25%",17750,6,17350,17787,18234.2,884.200000000001,1,0,0
"E01008141","Weights +/-25%",25184,8,24644.95,25151,25728.3,1083.35,1,0,0
"E01008142","Weights +/-25%",11584,4,11272.95,11595,11986,713.050000000001,1,0,0
"E01008143","Weights +/-25%",14320,5,13910.85,14305,14708.05,797.200000000001,1,0,0
"E01008144","Weights +/-25%",19785,6,19290,19763.5,20247.05,957.050000000003,0.953,0,0
"E01008145","Weights +/-25%",5450,2,5095.8,5451,5877.3,781.499999999999,1,0,1
"E01008146","Weights +/-25%",31973,10,31633,31959,32293.05,660.049999999999,1,0,0
"E01008147","Weights +/-25%",24785,8,24348.95,24764,25179.05,830.099999999999,1,0,0
"E01008148","Weights +/-25%",9413,3,9054.95,9416,9829,774.050000000001,0.999,0,0
"E01008149","Weights +/-25%",25657,8,25300.85,25667,25996.05,695.199999999997,1,0,0
"E01008150","Weights +/-25%",14478,5,14002.75,14460.5,15055.3,1052.55,1,0,0
"E01008151","Weights +/-25%",19392,6,18154.6,19356,20727.15,2572.55,0.853,0,0
"E01008152","Weights +/-25%",17884,6,17320.9,17892,18586.45,1265.55,1,0,0
"E01008153","Weights +/-25%",19942,6,19175.45,19936,20681.1,1505.65,0.776,0,0
"E01008154","Weights +/-25%",21249,7,20662.7,21246,21868.1,1205.4,1,0,0
"E01008155","Weights +/-25%",15342,5,14610.8,15347,16239.15,1628.35,1,0,0
"E01008156","Weights +/-25%",31967,10,31625,31958,32293.05,668.049999999999,1,0,0
"E01008157","Weights +/-25%",2921,1,2688.9,2923,3168.05,479.150000000001,0.999,0.999,1
"E01008158","Weights +/-25%",7264,3,7021.95,7257,7550.25,528.3,1,0,0
"E01008159","Weights +/-25%",29453,9,28762.75,29443,30215.5,1452.75,0.979,0,0
"E01008160","Weights +/-25%",19301,6,18316.15,19279.5,20345,2028.85,0.932,0,0
"E01008161","Weights +/-25%",13770,5,12865.95,13773,14744,1878.05,0.669,0,0
"E01008162","Weights +/-25%",11691,4,10912.85,11682,12472.2,1559.35,1,0,0
"E01008163","Weights +/-25%",3513,2,3248.9,3522,3796,547.1,0.809,0.191,1
"E01008164","Weights +/-25%",2237,1,2057,2231,2424.1,367.1,1,1,1
"E01008165","Weights +/-25%",2672,1,2515.95,2672,2871.1,355.150000000001,1,1,1
"E01008166","Weights +/-25%",7688,3,6984.95,7661.5,8433,1448.05,0.987,0,0.013
"E01008167","Weights +/-25%",3746,2,3584,3759,3927.05,343.05,1,0,1
"E01008170","Weights +/-25%",1862,1,1725,1865,2025.1,300.1,1,1,1
"E01008172","Weights +/-25%",14314,5,13664.95,14271,15013.4,1348.45,0.982,0,0
"E01008173","Weights +/-25%",3876,2,3673.95,3866.5,4086,412.05,1,0,1
"E01008174","Weights +/-25%",12161,4,11524.95,12119,12892.05,1367.1,0.999,0,0
"E01008175","Weights +/-25%",5948,2,5501.75,5934,6441.2,939.45,0.997,0,0.997
"E01008176","Weights +/-25%",21877,7,21318.95,21882.5,22537.2,1218.25,1,0,0
"E01008177","Weights +/-25%",17895,6,17283.75,17910.5,18669.1,1385.35,1,0,0
"E01008178","Weights +/-25%",15835,5,15109.85,15795.5,16614.25,1504.4,0.987,0,0
"E01008179","Weights +/-25%",16480,5,15950,16480,17125,1175,0.847,0,0
"E01008180","Weights +/-25%",2251,1,2100,2248,2413.05,313.05,1,1,1
"E01008181","Weights +/-25%",21429,7,20954.75,21401,21970.2,1015.45,1,0,0
"E01008182","Weights +/-25%",7292,3,7062,7275,7574.05,512.05,1,0,0
"E01008183","Weights +/-25%",7923,3,7563,7921,8288,725,1,0,0
"E01008184","Weights +/-25%",25795,8,25343,25776.5,26183,840,1,0,0
"E01008185","Weights +/-25%",3504,2,3335,3511,3698.1,363.1,0.897,0.103,1
"E01008186","Weights +/-25%",2066,1,1802.95,2075,2350.1,547.15,1,1,1
"E01008188","Weights +/-25%",20265,7,19623.85,20234.5,20897.05,1273.2,0.479,0,0
"E01008189","Weights +/-25%",1375,1,1265,1376,1490,225,1,1,1
"E01008190","Weights +/-25%",21335,7,20521.9,21298,22190.3,1668.4,0.99,0,0
"E01008191","Weights +/-25%",3011,1,2768.85,3010.5,3290.05,521.2,0.992,0.992,1
"E01008192","Weights +/-25%",6541,2,6121,6541.5,7073.2,952.2,0.757,0,0.757
"E01008193","Weights +/-25%",28285,9,27682.7,28269,28831.1,1148.4,1,0,0
"E01008194","Weights +/-25%",27697,9,27023.95,27682.5,28291.25,1267.3,0.957,0,0
"E01008195","Weights +/-25%",14173,5,13586.7,14173.5,14741.1,1154.4,0.969,0,0
"E01008196","Weights +/-25%",14895,5,14491.95,14890,15311.3,819.349999999999,1,0,0
"E01008197","Weights +/-25%",22948,7,22561.95,22970.5,23317.15,755.200000000001,1,0,0
"E01008198","Weights +/-25%",11955,4,11440.95,11936.5,12484.05,1043.1,1,0,0
"E01008199","Weights +/-25%",19526,6,19040,19511,20024.1,984.100000000002,0.996,0,0
"E01008200","Weights +/-25%",26548,8,26030.85,26543,27054.05,1023.2,0.929,0,0
"E01008201","Weights +/-25%",1035,1,944,1033,1147.05,203.05,1,1,1
"E01008202","Weights +/-25%",6839,3,6602.95,6830.5,7123.15,520.2,0.702,0,0.298
"E01008203","Weights +/-25%",1704,1,1592.95,1704,1818,225.05,1,1,1
"E01008204","Weights +/-25%",1230,1,1139,1232,1362,223,1,1,1
"E01008205","Weights +/-25%",27433,9,26721.85,27419,28131.2,1409.35,0.813,0,0
"E01008206","Weights +/-25%",14922,5,14383.95,14900,15517.15,1133.2,1,0,0
"E01008207","Weights +/-25%",27972,9,27253.95,27955.5,28682.4,1428.45,0.986,0,0
"E01008208","Weights +/-25%",9194,3,8832,9181,9644.35,812.35,1,0,0
"E01008209","Weights +/-25%",10227,4,9780,10224,10815.15,1035.15,0.621,0,0
"E01008210","Weights +/-25%",5497,2,5213.95,5491,5828.1,614.15,1,0,1
"E01008211","Weights +/-25%",12357,4,11944,12378,12865.15,921.150000000001,1,0,0
"E01008212","Weights +/-25%",894,1,829,897,972,143,1,1,1
"E01008213","Weights +/-25%",11810,4,11202.85,11803,12592.05,1389.2,1,0,0
"E01008214","Weights +/-25%",644,1,595,648,719,124,1,1,1
"E01008215","Weights +/-25%",1986,1,1903.95,1993.5,2096.05,192.1,1,1,1
"E01008216","Weights +/-25%",2797,1,2609.9,2786,2994.05,384.150000000001,1,1,1
"E01008217","Weights +/-25%",7203,3,6810.95,7204,7600.2,789.25,0.966,0,0.034
"E01008218","Weights +/-25%",1487,1,1360,1480,1629,269,1,1,1
"E01008219","Weights +/-25%",12249,4,11609.8,12224.5,13039,1429.2,0.996,0,0
"E01008220","Weights +/-25%",253,1,226,255,288,62,1,1,1
"E01008221","Weights +/-25%",4561,2,4402,4565,4784.15,382.15,1,0,1
"E01008222","Weights +/-25%",9907,3,9496.65,9894,10421,924.35,0.765,0,0
"E01008223","Weights +/-25%",1641,1,1541.95,1641,1780,238.05,1,1,1
"E01008224","Weights +/-25%",24742,8,23973,24717,25423,1450,0.998,0,0
"E01008225","Weights +/-25%",11688,4,11196.6,11673.5,12238.2,1041.6,1,0,0
"E01008226","Weights +/-25%",11685,4,11350,11698,12083.3,733.299999999999,1,0,0
"E01008227","Weights +/-25%",353,1,306.95,355,425,118.05,1,1,1
"E01008228","Weights +/-25%",4304,2,4074.9,4289,4523.05,448.150000000001,1,0,1
"E01008229","Weights +/-25%",12390,4,11770.9,12359,13139.15,1368.25,0.993,0,0
"E01008230","Weights +/-25%",11894,4,11340.75,11858.5,12527.3,1186.55,1,0,0
"E01008231","Weights +/-25%",4083,2,3888,4084,4336.15,448.15,1,0,1
"E01008232","Weights +/-25%",4435,2,4218,4427,4683.2,465.2,1,0,1
"E01008233","Weights +/-25%",23410,7,22489.95,23388,24268.05,1778.1,0.661,0,0
"E01008234","Weights +/-25%",25092,8,24409.35,25052,25811.1,1401.75,1,0,0
"E01008235","Weights +/-25%",28674,9,28164.85,28651,29164.25,999.400000000001,1,0,0
"E01008236","Weights +/-25%",15077,5,14315.8,15069.5,15946,1630.2,1,0,0
"E01008237","Weights +/-25%",31191,10,30520.9,31176.5,31775.05,1254.15,0.982,0,0
"E01008238","Weights +/-25%",24504,8,23026.85,24523,26109.25,3082.4,0.803,0,0
"E01008239","Weights +/-25%",26197,8,25233.9,26191,27177.35,1943.45,0.912,0,0
"E01008240","Weights +/-25%",12859,4,12251.95,12825,13575.2,1323.25,0.925,0,0
"E01008241","Weights +/-25%",10485,4,10124.9,10475.5,10945.3,820.400000000001,0.946,0,0
"E01008242","Weights +/-25%",7616,3,7291.95,7607,8020.1,728.15,1,0,0
"E01008243","Weights +/-25%",21183,7,20407.65,21179.5,22018.8,1611.15,0.976,0,0
"E01008244","Weights +/-25%",9248,3,8894.95,9249,9674.05,779.099999999999,1,0,0
"E01008245","Weights +/-25%",23557,7,23070.85,23545.5,24016.05,945.199999999997,0.602,0,0
"E01008246","Weights +/-25%",13363,4,12908.95,13357.5,13904,995.049999999999,0.687,0,0
"E01008247","Weights +/-25%",10262,4,9819.9,10247.5,10850.05,1030.15,0.661,0,0
"E01008248","Weights +/-25%",31478,10,31320,31457,31584.05,264.049999999999,1,0,0
"E01008249","Weights +/-25%",22885,7,22304.95,22876.5,23474.05,1169.10000000001,0.982,0,0
"E01008250","Weights +/-25%",15073,5,14755.95,15081,15471.05,715.099999999999,1,0,0
"E01008251","Weights +/-25%",6201,2,5801.95,6196,6629.05,827.099999999999,0.986,0,0.986
"E01008252","Weights +/-25%",2572,1,2327.85,2578,2847.05,519.2,1,1,1
"E01008253","Weights +/-25%",3178,1,2946.9,3161.5,3385.1,438.199999999999,0.94,0.94,1
"E01008254","Weights +/-25%",4953,2,4760.95,4948,5162,401.05,1,0,1
"E01008255","Weights +/-25%",16408,5,15758.75,16382.5,17219.25,1460.5,0.822,0,0
"E01008256","Weights +/-25%",16386,5,15827.7,16365.5,17000,1172.3,0.897,0,0
"E01008257","Weights +/-25%",2118,1,1940.95,2117,2301,360.05,1,1,1
"E01008258","Weights +/-25%",8953,3,8520,8945,9465,945,1,0,0
"E01008259","Weights +/-25%",3972,2,3510.95,3976,4497.15,986.2,0.986,0.014,1
