"simulation","constant","Income","Employment","Education","Health","Crime","Barriers","Living environment","mean_absolute_rank_change"
100,19.8118104692549,0.260438773286302,0.210804639528603,0.107292538271466,0.14432183071576,0.0748592831183685,0.0984157294439886,0.103867205635512,263.576477558883
101,20.0646581267938,0.21298695888424,0.2156093098569,0.15396481553766,0.13001831619415,0.113561050529712,0.086936850620168,0.0869226983771703,159.560953932746
102,20.997512890026,0.238769273721365,0.201680834084644,0.167517002721047,0.121575931609394,0.0787456626531717,0.0938549095714908,0.0978563856388866,201.62210042956
103,26.0714204236865,0.264495031497136,0.256636586260554,0.103346411222201,0.139751354784194,0.0767260493571473,0.0691190916188341,0.0899254752599334,390.257502592228
104,19.4761567376554,0.194086090452695,0.24064435827585,0.0980305883804385,0.142174904340403,0.107409398631925,0.108763963331031,0.108890696587658,403.60716930826
105,28.5729866521433,0.256206321593781,0.198112657048917,0.164601690538294,0.128009357572362,0.084674574714501,0.0745271928685434,0.0938682056636009,295.98649089024
106,24.0024956129491,0.183996949107831,0.229210018917538,0.112026941900106,0.167223931816754,0.118106990174071,0.0928470069871633,0.0965881610965364,272.829980743597
107,28.7036327645183,0.258209818856695,0.185734317621794,0.157466845872326,0.140653776106009,0.0849628177163567,0.0846593383182092,0.0883130855086093,244.143563916465
108,16.5374735323712,0.213467451941744,0.206829578298674,0.133358786743165,0.150035983494472,0.0867953413302131,0.0807239964760171,0.128788861715715,443.576596059849
109,16.9074472598732,0.222707506595485,0.190482124333579,0.141254794612348,0.149455372634131,0.097005433080871,0.115305354912063,0.0837894138315225,322.092430751009
110,15.7308565406129,0.28061183282965,0.188552544983743,0.109502649044198,0.110690047862017,0.113827191328554,0.113411984037141,0.0834037499146975,409.843697230045
111,15.1324987318367,0.173429923450973,0.216882961492167,0.161792934574561,0.165425123731816,0.0938481949377617,0.111619456608367,0.0770014052043544,369.048437268554
112,31.9309599744156,0.248882624395151,0.219505080411335,0.150610311257377,0.115529115894333,0.0868270138410915,0.0918822663032164,0.086763587897497,265.181810102218
113,29.0489604044706,0.231841200471369,0.21776038345538,0.120056768532554,0.149458860493805,0.107038905010319,0.0881316757606032,0.0857122062759706,228.128395793217
114,32.0661013526842,0.220719817454481,0.2181043634133,0.145213572150228,0.136433662518098,0.10116155321946,0.104016713555044,0.0743503176893896,296.808650570278
115,17.1729619475082,0.255206982426794,0.236521037191687,0.122472716636557,0.121677926200802,0.0841920417024599,0.0807436888424804,0.0991856069992195,179.116812324105
116,20.48416914884,0.189855759216445,0.244646194009411,0.170585639470991,0.113539206320813,0.11155478197039,0.0823907188940687,0.087427700117881,235.073500222198
117,21.6309301555157,0.248409224447535,0.168033900560574,0.151457919461765,0.160357957552375,0.0980523628695073,0.097382676883939,0.076305958224305,225.267190045926
118,25.1204295642674,0.204727762846449,0.219196904248801,0.147046007726764,0.116362210308229,0.100485745513436,0.0954857985389107,0.11669557081741,275.586668641685
119,32.6680227788165,0.226139949267109,0.256516355635918,0.143618312027842,0.118502356680037,0.0932214461437356,0.0867249143896466,0.075276665855712,384.320011850118
120,16.0474196029827,0.207348609082839,0.226473921245556,0.155333339366874,0.130919199938884,0.108818390675077,0.070444342677832,0.100662197012939,290.077025625829
121,19.4325227243826,0.179803696615917,0.211146059965747,0.170683499925048,0.164063936462525,0.0854740140623477,0.109109591325378,0.0797192016430388,347.938142497404
122,18.5818531690165,0.241227099044049,0.182991076122513,0.107805585422527,0.17505777581638,0.0792576210180728,0.0906060068348199,0.123054835741638,444.488816471624
123,18.5734266228974,0.231447633579834,0.209212663415099,0.125468451491097,0.16340826446245,0.112669520369688,0.088791013454209,0.0690024532276239,275.392090060728
124,19.5862843142822,0.224364639874823,0.231632914339138,0.136243545287745,0.148439204084779,0.0767259318722576,0.0773689012107692,0.105224863330488,215.018397274482
125,25.6595097761601,0.249577873346448,0.249720747809426,0.125128344978519,0.121687904825144,0.0932780443676404,0.0871562080125718,0.0734508766602509,296.232024885184
126,31.3473808020353,0.216719112092924,0.235582007675425,0.148789693961488,0.112337098606227,0.105518699310286,0.073493952860387,0.107559435493263,314.175855428826
127,34.1259209113196,0.201014053363362,0.205652657130338,0.147954969466888,0.146318043741774,0.116591519544186,0.102955307510471,0.079513449242981,292.782224855581
