scenario,model_id,term,estimate,std_error_hc3,statistic,p_value,conf_low,conf_high,n_obs,r_squared,adj_r_squared
bbox_off_full,M1,log_groups,0.058008685753714644,0.003655368539389713,15.86944931232558,1.0261755574696289e-55,0.05084301755185061,0.06517435395557868,6791,0.0359906175537643,0.03584862176904691
bbox_off_full,M2,(Intercept),-0.04053051157367193,0.002802036140512187,-14.464664101821084,1.0005202940962526e-46,-0.046023382220664835,-0.03503764092667902,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,any_groupTRUE,0.01616771206606241,0.0018421634101353258,8.776480944692482,2.1075935032133717e-18,0.012556493361136256,0.01977893077098856,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,z_Score,-0.09614371469913884,9.92312121379582e-4,-96.8885823600271,0,-0.09808895803321833,-0.09419847136505934,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,urban_ruralUrban,-0.034788895670962224,0.002013993453881431,-17.2735892482252,1.8455588062024859e-65,-0.0387369552145622,-0.030840836127362246,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)East of England,0.006917213765585091,0.0032160303924801976,2.150854600677622,0.031522917792258534,6.127843946411018e-4,0.013221643136529081,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)London,0.0502740466875464,0.003408238057000552,14.750743887822932,1.708223171927381e-48,0.04359282994284001,0.05695526343225279,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)North East,0.025165073883042264,0.0038803198548830855,6.485309155989794,9.478376382059948e-11,0.017558428585478375,0.03277171918060615,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)North West,0.057412961511356594,0.0030793926409728987,18.64424846232588,1.0725616260707346e-75,0.05137638503626725,0.06344953798644594,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)South East,0.03846040721171748,0.0030136726312346407,12.761972489347999,7.085513915958123e-37,0.0325526625911471,0.04436815183228786,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)South West,0.04328779078794289,0.00330034834043847,13.116127851580618,7.884163815585882e-39,0.03681807176400034,0.04975750981188544,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)West Midlands,0.021673822693946694,0.003240618439836077,6.688174833394776,2.4399127004962193e-11,0.0153211930297819,0.02802645235811149,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M2,factor(region_fe)Yorkshire and The Humber,0.035514245839294196,0.003296453146778074,10.773472049498269,7.570842867749682e-27,0.029052162617978248,0.04197632906061014,6791,0.7234697661372671,0.7230210520832046
bbox_off_full,M3,(Intercept),-0.04060667637862313,0.0027996477973057394,-14.50420885716455,5.725292095541335e-47,-0.0460948651230153,-0.035118487634230956,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,log_groups,0.019896910753083915,0.0021298720481217203,9.341833830173268,1.258818416018812e-20,0.01572169278004236,0.02407212872612547,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,z_Score,-0.09618881773817045,9.923864216054748e-4,-96.9267773560998,0,-0.09813420672402223,-0.09424342875231867,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,urban_ruralUrban,-0.03471503099653751,0.002009007804274575,-17.279689467942426,1.6677904383008527e-65,-0.03865331710146347,-0.030776744891611557,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)East of England,0.006727949058924507,0.003212401027505393,2.0943677334548516,0.03626427053129545,4.306343829157816e-4,0.013025263734933233,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)London,0.05002320956094942,0.003406567662024891,14.684343457665308,4.4228190897470646e-48,0.0433452673148828,0.056701151807016036,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)North East,0.025210722539751984,0.0038846672956537693,6.489802245859809,9.201669950125408e-11,0.017595554893224223,0.032825890186279745,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)North West,0.05731435733762365,0.003077130041575194,18.62591329038672,1.4858804853177793e-75,0.051282216267787596,0.06334649840745969,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)South East,0.03816683352599227,0.0030181982183972423,12.645568900461432,3.030370715420209e-36,0.03225021733359366,0.04408344971839088,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)South West,0.043147446987381315,0.003297916556225142,13.083243997164288,1.2030066461795922e-38,0.03668249502405305,0.04961239895070958,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)West Midlands,0.021609015990069588,0.003245846428341396,6.657436347384937,3.004542766079399e-11,0.015246137826897769,0.027971894153241406,6791,0.7242364428923111,0.7237889728925789
bbox_off_full,M3,factor(region_fe)Yorkshire and The Humber,0.03547850220875937,0.003292070054735499,10.776958454369796,7.294039131383839e-27,0.02902501122409435,0.041931993193424395,6791,0.7242364428923111,0.7237889728925789
bbox_on_trim_top1pct,M0,(Intercept),-0.04494084946051491,0.001657834381583378,-27.108165905928697,1.1004443076294141e-153,-0.04819072935697986,-0.04169096956404996,6735,0.03870994625647338,0.03856717333894122
bbox_on_trim_top1pct,M0,any_groupTRUE,0.05448262658067723,0.0032101027624539626,16.972237530186725,2.692201546224553e-63,0.04818980954830164,0.060775443613052815,6735,0.03870994625647338,0.03856717333894122
bbox_on_trim_top1pct,M1,(Intercept),-0.0441961464672247,0.0016397567822378542,-26.952867001963618,4.8800790266253535e-152,-0.0474105885495497,-0.0409817043848997,6735,0.037607811764691475,0.037464875155715505
bbox_on_trim_top1pct,M1,log_groups,0.06320055651407859,0.0037826222400002395,16.708133274782043,1.9501880225759872e-61,0.05578542017099164,0.07061569285716554,6735,0.037607811764691475,0.037464875155715505
bbox_on_trim_top1pct,M2,(Intercept),-0.03989302012469758,0.0028101709046177924,-14.195940915601849,4.3306716928423154e-45,-0.045401845657827206,-0.034384194591567954,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,any_groupTRUE,0.01536724180678046,0.0018500733034598309,8.30628806871712,1.1832046237335125e-16,0.011740511832630668,0.018993971780930253,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,z_Score,-0.09600045306027372,9.956128103779326e-4,-96.42348115612548,0,-0.09795216968430831,-0.09404873643623912,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,urban_ruralUrban,-0.03530365993945978,0.0020205283993961626,-17.47248885490069,6.862266007585386e-67,-0.03926453591989094,-0.031342783959028626,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)East of England,0.006937719116749451,0.0032277234585119156,2.149415588393673,0.03163705140008722,6.103582530690762e-4,0.013265079980429827,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)London,0.05015104951781952,0.003420064656393095,14.663772342453418,6.016107094847124e-48,0.043446638952208405,0.056855460083430634,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)North East,0.02505501662153355,0.0038873081713515167,6.445338397964617,1.2333055247568612e-10,0.017434660694320925,0.032675372548746175,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)North West,0.056993129802903726,0.0030800505539898032,18.50395920582426,1.333855800251034e-74,0.050955254630519226,0.06303100497528823,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)South East,0.03853800476154891,0.0030272093101544224,12.73053853008368,1.058706320436957e-36,0.03260371517279006,0.04447229435030776,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)South West,0.0429070605618036,0.00331385985685081,12.947759535787538,6.846386460915733e-38,0.03641084506023576,0.04940327606337144,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)West Midlands,0.021545405872544016,0.0032503187248710216,6.6287055812961775,3.6491202820564296e-11,0.015173751126223847,0.027917060618864186,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M2,factor(region_fe)Yorkshire and The Humber,0.03475932482013286,0.003298356085016692,10.538378490434258,9.121963243160717e-26,0.028293501624598528,0.04122514801566719,6735,0.7243105935905416,0.7238595176615659
bbox_on_trim_top1pct,M3,(Intercept),-0.03995993668656777,0.00280792841893544,-14.231109460303706,2.6592873754795922e-45,-0.04546436623710277,-0.03445550713603277,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,log_groups,0.019165877426788446,0.002175136680626911,8.811343947941937,1.5534368316857337e-18,0.014901920218849857,0.023429834634727035,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,z_Score,-0.09601926720105179,9.949846322449035e-4,-96.5032665724809,0,-0.09796975239687222,-0.09406878200523136,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,urban_ruralUrban,-0.035183651151583895,0.0020174886644919276,-17.439330277696673,1.195990082517869e-66,-0.03913856828829246,-0.03122873401487533,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)East of England,0.006803701058362167,0.003222546112204386,2.1112812110260504,0.0347849585404387,4.864894341767654e-4,0.013120912682547569,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)London,0.04998790759260285,0.003419485785554691,14.618545222141952,1.1462972218970704e-47,0.043284631797282654,0.05669118338792304,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)North East,0.024996023187664747,0.0038907754531628453,6.424432221434229,1.4140976245176256e-10,0.017368870289299437,0.03262317608603006,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)North West,0.05695189443686083,0.003079926306689038,18.491317247809373,1.6673600020286342e-74,0.05091426282856054,0.06298952604516111,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)South East,0.03833430287541459,0.0030296245307969046,12.653153051058519,2.7790558538260605e-36,0.03239527868879851,0.044273327062030667,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)South West,0.04285412269903917,0.00331252737563589,12.9369867292984,7.850363030524893e-38,0.036360519282923894,0.04934772611515444,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)West Midlands,0.021480933187889465,0.003254127655369487,6.601134148024206,4.391447671707517e-11,0.015101811730719296,0.027860054645059633,6735,0.7246779439707365,0.7242274690910218
bbox_on_trim_top1pct,M3,factor(region_fe)Yorkshire and The Humber,0.03480025995089815,0.00329780593972679,10.552549357643894,7.864662110265542e-26,0.028335515214476383,0.04126500468731992,6735,0.7246779439707365,0.7242274690910218
